B1;61,150
T1;631,326
T1;556,102
T1;410,138
T1;339,15
T1;576,459
T1;586,581
T1;960,573
T1;933,423
T1;1166,476
T1;1197,555
T1;1180,616
T1;1154,690
T1;1101,586
T1;1129,549
T1;1143,511
T1;1128,587
T1;1128,619
T1;1113,661
T4;1175,541
T4;1180,499
T4;1204,467
T4;1222,412
T4;1209,375
T4;1159,351
T4;1143,400
T4;1162,420
T4;1101,501
T4;1091,541
T4;1070,607
T4;1066,686
T4;1066,690
T1;1239,643
T3;998,695
T3;919,716
T3;932,715
T3;986,669
T3;997,601
T3;1021,533
T3;1031,457
T3;1017,406
T3;1089,384
T3;1138,367
T3;1162,320
T3;1167,302
T3;1129,406
T3;1134,439
T3;1184,507
T3;1231,632
T3;1239,720
T3;1174,724
T3;890,668
T3;896,727
T3;843,718
T3;801,707
T3;797,689
T3;911,662
T3;946,643
T3;951,574
T3;960,447
T3;968,418
T3;968,375
T3;1018,350
T3;1041,344
T3;1094,336
T3;1115,320
T3;1203,321
T3;1230,374
T3;1079,479
T3;1056,413
T3;1081,461
T3;1076,504
T3;1071,547
T3;1092,589
T3;1084,640
T3;1054,684
T3;1073,698
T3;1103,698
T3;1107,711
T3;1200,598
T3;1202,538
T3;1213,506
T3;1214,447
T3;1219,429
T3;1190,663
T3;1013,690
T3;984,722
T3;1022,662
T3;1037,621
T3;1048,608
T3;1052,535
T3;1246,580
T3;976,339
T3;923,329
T3;911,303
T3;995,301
