B1;52,191
B1;51,278
B1;30,364
B1;247,246
B1;382,114
B3;322,121
B3;423,116
S1;809,128
S1;698,400
S1;446,582
S1;270,569
T4;522,125
T4;715,126
T1;537,126
T3;592,370
T3;618,363
T3;665,356
T3;627,387
T3;653,396
T4;231,655
T4;239,637
T4;254,612
T4;260,645
T1;900,513
T1;894,439
T1;847,395
T1;855,338
T1;900,388
T1;896,437
T1;859,457
T1;896,482
T1;940,521
T1;889,479
T1;864,518
T1;942,468
T1;928,396
T1;935,362
T1;945,331
T1;952,306
T1;979,285
T1;1072,262
T1;1126,256
T1;1145,256
T1;933,279
T1;924,319
T1;935,352
T1;942,380
T1;953,407
T1;961,422
T1;1003,493
T1;1020,530
T1;965,436
T1;1001,431
T1;991,401
T1;995,368
T1;1010,334
T1;1041,325
T1;1060,362
T1;1060,391
T1;1080,480
T1;1082,497
T1;1091,521
T1;1109,496
T1;1111,437
T1;1108,416
T1;1126,395
T1;1138,342
T1;1160,340
T1;1186,347
T1;1201,410
T1;1179,472
T1;1176,508
T1;1173,541
T1;1162,580
T1;1099,306
T1;1008,215
T1;1007,200
T1;1021,180
T1;1082,163
T1;1096,149
T1;1106,113
T1;1139,60
T1;1180,19
T1;1216,-8
T1;1215,22
T1;1193,66
T1;1172,110
T1;1148,154
T1;1154,173
T1;1185,213
T1;1193,276
T1;1202,296
T1;1213,183
T1;1096,215
